CUSTOMER NAME,COUNTRY OF RISK,GICS_NAME_P
"Pápa, Vajda P. ltp. 35. Társasház",HU,REAL ESTATE
GUMA PRO DOO SARAJEVO,BA,CONSUMER DISCRETIONARY
"Sklenar Ladislav, Ing.",SK,NOT RELEVANT
NAKSAN PLASTIK SANAYI VE TICARET A,TR,CONSUMER DISCRETIONARY
"1125. Budapest, Gereben u. 2a sz. T",HU,FINANCIALS
Savencia Fromage & Dairy Hungary Zá,HU,CONSUMER STAPLES
GROUP GRUPA ONICO,PL,ENERGY
"""BENZOL"" Ipari, Kereskedelmi és Szo",HU,CONSUMER DISCRETIONARY
OOO EYNERGOALYANS,RU,UTILITIES
Amur GCC,RU,MATERIALS
CHEMICAL MARKETING MEZÕGAZDASÁGI KE,HU,CONSUMER STAPLES
IEVPATORIISKYI HORMOLZAVOD,UA,CONSUMER STAPLES
LUTSKKONDYTER,UA,CONSUMER STAPLES
Group Home Office Glass Design,RO,INDUSTRIALS
PETR BREZINA APB PLZEN,CZ,INDUSTRIALS
apb Apparatebau Schweißtechnik GmbH,AT,NOT RELEVANT
TOV NVP VINTEKHKOM,UA,NOT RELEVANT
LESIEUR CRISTAL GROUP,MA,NOT RELEVANT
Raiffeisen Windpark GmbH,AT,UTILITIES
PdPharm s.r.o.,SK,CONSUMER STAPLES
NOVO TECH SA,RO,INDUSTRIALS
TIRANA INTERNAT SCHOOL PROJECT SHPK,AL,INDUSTRIALS
CLUBUL SPORTIV CONCORDIA CHIAJNA,RO,CONSUMER DISCRETIONARY
GROUP ITG,RU,INFORMATION TECHNOLOGY
GROUP Savran,UA,CONSUMER STAPLES
EFPI-TREID,RU,CONSUMER STAPLES
TOV 'APTEChNYI SKLAD MEDYChNOI AKAD,UA,HEALTH CARE
"TOV ""Paradiz XXI""",UA,CONSUMER STAPLES
IEN SATTAROVA MAIYA KARIMOVN,RU,CONSUMER DISCRETIONARY
"LUBELSKI WÊGIEL ""BOGDANKA"" SPÓ£KA A",PL,ENERGY
NASTYSHA ZERNOVAYA KOMPANIYA OOO,RU,CONSUMER STAPLES
Group Eriell,RU,ENERGY
HEP-OPSKRBA D.O.O.,HR,UTILITIES
WM Logistic Nyrany spol. s r.o.,CZ,CONSUMER DISCRETIONARY
REMONT I PROIZVODNJA ZELJEZNICKIH V,HR,INDUSTRIALS
Tiszántúli Vágósertés Elõállító és,HU,CONSUMER STAPLES
LOYD COM SRL,RO,INDUSTRIALS
SANDEN MANUFACTURING POLAND,PL,CONSUMER DISCRETIONARY
Septimo Food Korlátolt Felelõsségû,HU,CONSUMER STAPLES
GLOBUS,RU,MATERIALS
GROUP ACCUAMAX,RU,NOT RELEVANT
SELS AGRO SRL,RO,MATERIALS
SWEMA HOLDING Vagyonkezelõ Kft.,HU,REAL ESTATE
GLOBAL PAPER BAGS SRL,RO,CONSUMER STAPLES
TIM KONTO D.O.O.,HR,INDUSTRIALS
"TOV Firma ""Nafta-Impeks LTD""",UA,NOT RELEVANT
innogy Finance B.V.,NL,UTILITIES
PSC TAM DOO BANJA LUKA,BA,REAL ESTATE
Besitz- und Vermietungs GmbH,AT,NOT RELEVANT
Arch Aviation B.V.,AT,INDUSTRIALS
PP 'SVETOLIuKS',UA,MATERIALS
ZERNO-YUG-SERVICE OOO,RU,CONSUMER STAPLES
EUROPEYARN Austria GmbH,AT,NOT RELEVANT
ABC INTERIJER D.O.O.,HR,NOT RELEVANT
Kantar Hoffmann Korlátolt Felelõssé,HU,CONSUMER DISCRETIONARY
SHEILA H C S R O,CZ,REAL ESTATE
CET SA BRAILA,RO,NOT RELEVANT
"TOV ""ARKTYKA+""",UA,CONSUMER STAPLES
NOVATEK FINANCE LIMITED,IE,ENERGY
LLC PAPPERSKOPP RUS,RU,MATERIALS
C.E.S.CENTRAL ESTATE SERVICES LTD,RU,CONSUMER STAPLES
Hero AG,CH,CONSUMER STAPLES
"S-ÉPSZER Kft.  ""f.a.""",HU,INDUSTRIALS
GTS Hungary Kft,HU,COMMUNICATIONS
INFOS LEAS SPOL S R O,CZ,INFORMATION TECHNOLOGY
Rubix Magyarország Kereskedelmi és,HU,CONSUMER DISCRETIONARY
"TOV ""REKHAU""",UA,INDUSTRIALS
AVTO-1 OOO,RU,CONSUMER DISCRETIONARY
VIP FIN (VIMPELCOM),RU,COMMUNICATIONS
ELO,FR,CONSUMER STAPLES
GROUP EDITURA LITERA,RO,CONSUMER DISCRETIONARY
IK GARDARIKA INVESTITSII OOO,RU,FINANCIALS
"COOP LC SEVER, a.s.",SK,CONSUMER STAPLES
P.O.I. Partner Terminál Üzemeltetõ,HU,COMMUNICATIONS
E & F SH.P.K.,XK,CONSUMER DISCRETIONARY
Megyer 1031 Társasház,HU,FINANCIALS
Omya Madencilik Sanayi ve Ticaret A,TR,NOT RELEVANT
ADRIATIKA BETON SHPK,AL,INDUSTRIALS
TESSERA s.r.o.,SK,INDUSTRIALS
ECO EURO TRADING SRL,RO,NOT RELEVANT
AVRORA AVTO OOO,RU,NOT RELEVANT
GROUP ROXOR,RU,INDUSTRIALS
"TOV ""Bitek""",UA,CONSUMER STAPLES
SWS a.s.,CZ,INFORMATION TECHNOLOGY
MOL GBS Magyarország Kft.,HU,INDUSTRIALS
Grass Rolf,CH,NOT RELEVANT
DUO SELECT IMPEX S R L,RO,CONSUMER STAPLES
GENOSERVIS CBS A S,CZ,CONSUMER STAPLES
GROUP ALMEKO,RU,CONSUMER STAPLES
SAKURA LLC,RU,CONSUMER DISCRETIONARY
RÁKOCZI F U 31-33/ABC TÁRSASHÁZ,HU,FINANCIALS
Ncc Ab,SE,INDUSTRIALS
GREEN POWER ENERGY MARKET SRL,RO,UTILITIES
OneFactor LLC,RU,INFORMATION TECHNOLOGY
VRZ Informatik GmbH,AT,NOT RELEVANT
LIK2020 A S V LIKVIDACI,CZ,CONSUMER DISCRETIONARY
NORICA TIMBER Vertrieb GmbH,AT,MATERIALS
ArcelorMittal South Africa,ZA,MATERIALS
GRAND HOTEL BRISTOL DOO SARAJEVO,BA,CONSUMER DISCRETIONARY
RENTOKIL INITIAL PLC,GB,NOT RELEVANT
BAE Systems Plc,GB,NOT RELEVANT
Group Holding Graz,AT,NOT RELEVANT
HRP Hungary Kereskedelmi Kft.,HU,INFORMATION TECHNOLOGY
ASTORIYA KAPITALL OBSHCHESTVO S OGR,RU,FINANCIALS
GROUP AUTONOM,RO,FINANCIALS
PJSC Buryatzoloto,RU,MATERIALS
AVTOTOR-MANAGEMENT ZAO,RU,NOT RELEVANT
AGENA TECHNOLOGY DOO SIMANOVCI,RS,NOT RELEVANT
Peugeot S.A.,FR,CONSUMER DISCRETIONARY
Cromwell European Real Estate Inves,NL,REAL ESTATE
FEED GRAIN S R O,CZ,CONSUMER STAPLES
"Spusta KORAMARK, s. r. o.",SK,CONSUMER STAPLES
"Lekaren MAX TT, s.r.o.",SK,CONSUMER DISCRETIONARY
PRUNER JAN,CZ,NOT RELEVANT
KONSING  BS DOO BANJA LUKA,BA,INDUSTRIALS
SMIT-COMMERCE D.O.O.,HR,INDUSTRIALS
Liechtenstein Palaisvermietung u. V,AT,FINANCIALS
JE Familien Privatstiftung,AT,NOT RELEVANT
HRVATSKI RADIO KARLOVAC D.O.O.,HR,CONSUMER DISCRETIONARY
Társasház Károly krt. 5.,HU,FINANCIALS
THYSSENKRUPP MATERIALS ROMANIA SRL,RO,NOT RELEVANT
GROUP Fábián Kft. és Isma Plusz Kft,HU,CONSUMER DISCRETIONARY
GROUP Kharprod,UA,CONSUMER STAPLES
MONACO CINEMA OOO,RU,NOT RELEVANT
JSCO KALUGA PLANT REMPUTMASH,RU,INDUSTRIALS
Benteler SGL Composite,AT,NOT RELEVANT
BAS Trucks B.V.,NL,CONSUMER DISCRETIONARY
BNM-3 OOO,RU,CONSUMER DISCRETIONARY
VOCAR LUTKA DOO VELIKA ZUPA PRIJEP,RS,NOT RELEVANT
KOMUNALAC JP ORASJE,BA,INDUSTRIALS
"Rent CC, s.r.o. v likvidacii",SK,CONSUMER STAPLES
"TOV ""Andrushivskyi Elevator""",UA,CONSUMER STAPLES
ÉMÁSZ Hálózati Kft.,HU,UTILITIES
Nucor Corporation,US,MATERIALS
E36174,RU,NOT RELEVANT
OPK ZELENOGRADSKII OAO,RU,FINANCIALS
Elisa Oyj,FI,COMMUNICATIONS
BUSINESS LEASE ROMANIA SRL,RO,INDUSTRIALS
ZUBAK GRUPA D.O.O.,HR,CONSUMER DISCRETIONARY
MB TRANSPORT LOGISTIC A S,CZ,INDUSTRIALS
VIESSMANN GMBH,RU,INDUSTRIALS
NORD STAR DOO JELAH TESANJ,BA,CONSUMER DISCRETIONARY
XXXXXXXXX0820,AT,REAL ESTATE
YUTONG CENTR STOLITSA,RU,CONSUMER DISCRETIONARY
Stephex Stables,BE,CONSUMER DISCRETIONARY
Group Axilone,FR,MATERIALS
CIVIC  DOO CAZIN,BA,MATERIALS
"Pécs, Szõlõ u. 50. Társasház",HU,REAL ESTATE
BCC Provincia  Ingatlanforgalmazó K,HU,REAL ESTATE
Group Aspo,FI,MATERIALS
STADLUX REALESTATE DOO,RS,NOT RELEVANT
CÉLKER KERESKEDELMI KFT.,HU,NOT RELEVANT
MK & UDOBNOST DOO,BA,NOT RELEVANT
C E E SCHISLER,FR,NOT RELEVANT
AVTOTORTECHOBSLUZHIVANIE LTD.,RU,NOT RELEVANT
FERRUM-VARAZDIN D.O.O. U LIKVIDACIJ,HR,NOT RELEVANT
CAMPING TROIAN SRL,RO,NOT RELEVANT
Synnex Corporation,US,INFORMATION TECHNOLOGY
GE Aviation Hungary Korlátolt Felel,HU,INDUSTRIALS
EUROFIT D.O.O.,SI,CONSUMER DISCRETIONARY
JP BH POSTA CENTAR POSTA TUZLA,BA,INDUSTRIALS
EETEK LTD,CY,UTILITIES
Saint-do wind SNC,FR,FINANCIALS
SUBGROUP Open group SPB,RU,INDUSTRIALS
Moorgate Industries Limited,GB,MATERIALS
ROXOR INDASTRY,RU,INDUSTRIALS
VERATEK-STROI OOO,RU,ENERGY
PTFK ZTEYO AO,RU,INDUSTRIALS
"""FÁY ANDRÁS"" Lakásépítõ és Fenntart",HU,REAL ESTATE
LLC GDP,RU,HEALTH CARE
YUGO-VOSTOCHNAYA SERVISNAYA,KZ,ENERGY
GLIESE 581G DOO SARAJEVO,BA,CONSUMER DISCRETIONARY
Bouygues Construction S.A.,FR,INDUSTRIALS
KRAEVOI URALAVTOTSENTR OOO,RU,INDUSTRIALS
AUTO I.S.R. A.S.,CZ,CONSUMER DISCRETIONARY
IEN SHKUTA V.P.,RU,CONSUMER DISCRETIONARY
PRVNI NOVINOVA SPOLECNOST A S,CZ,CONSUMER DISCRETIONARY
TORGOVYI DOM TSEMENT,RU,MATERIALS
PlusServer GmbH,DE,INFORMATION TECHNOLOGY
"TOV ""Dmd Syds""",UA,CONSUMER STAPLES
GROUP TAGOR ELEKTRONIK,RS,INFORMATION TECHNOLOGY
Group Heim Trade,CZ,MATERIALS
DUOK Real Estates Kft.,HU,REAL ESTATE
ASFALTI PTUJ D.O.O.,SI,INDUSTRIALS
CFM Slovakia s.r.o.,SK,CONSUMER DISCRETIONARY
"TOV ""Nika Zakhid""",UA,CONSUMER STAPLES
OAO NZNP,RU,ENERGY
TRGOVINA LILIC DOO,RS,CONSUMER STAPLES
TOV Khyzhnya,UA,CONSUMER STAPLES
FRANKENSOLAR EASTERN EUROPE S R O,CZ,UTILITIES
PROTON-VOLGOGRAD OOO,RU,MATERIALS
ARTFLEX LIMITED,RU,MATERIALS
Subgroup Cellnex Switzerland,CH,COMMUNICATIONS
SUBGROUP NUTRE FARMING ROMANIA,RO,CONSUMER STAPLES
NEXANS S.A.,FR,INDUSTRIALS
TZOV RITEIL UKRAINA,UA,CONSUMER STAPLES
Sári Ferenc ev.,HU,CONSUMER STAPLES
ETOS S.A.,PL,CONSUMER DISCRETIONARY
LLC Import Opt,UA,CONSUMER DISCRETIONARY
ADRIAN POPESCU,RO,NOT RELEVANT
LLC Kimberly-Clark,RU,CONSUMER STAPLES
INTERCAMP DOO SARAJEVO,BA,CONSUMER STAPLES
MEGA 2 LLC,RU,CONSUMER DISCRETIONARY
"Merschitz Vladimir, Ing.",SK,INDUSTRIALS
Gesellschaft für ganzheitliche Förd,AT,HEALTH CARE
FFP Finanzservicegesellschaft mbH,AT,FINANCIALS
LTD TRANSLEASING,RU,FINANCIALS
GRANIT OOO,RU,CONSUMER STAPLES
STRAZH-COMPLECT COMPANY,RU,MATERIALS
MANTA D.O.O.,HR,REAL ESTATE
"ProVera Invest, s. r. o.",SK,INDUSTRIALS
POTTKER DOO BACKA TOPOLA,RS,CONSUMER DISCRETIONARY
ÉP-KÖNYV2005 Szolgáltató Kft.,HU,INDUSTRIALS
MH RENT DOO BEOGRAD,RS,REAL ESTATE
Styria Marketing Services GmbH & Co,AT,COMMUNICATIONS
EUROPRINT GROUP SH.P.K.,XK,INFORMATION TECHNOLOGY
MOBILEND OOO,RU,CONSUMER DISCRETIONARY
GROUP PROKAMI,RU,MATERIALS
BD Pod Stranemi,CZ,REAL ESTATE
FIT-MEK-OIL SHA,AL,ENERGY
Navig8 Limited,GB,ENERGY
SUBGROUP Kronos-Ukraine,UA,CONSUMER STAPLES
OKTYABR OOO,RU,CONSUMER STAPLES
ROLF JSC,RU,CONSUMER DISCRETIONARY
Elektrizitätswerk Bad Hofgastein Ge,AT,UTILITIES
SV domu Kralovicka 27-33 v Plzni,CZ,REAL ESTATE
DIALL ALLIANCE LLC,RU,ENERGY
PATITUR Korlátolt Felelõsségû Társa,HU,CONSUMER STAPLES
GROUP BOG'ART,RO,INDUSTRIALS
JP SPD ZDK DOO ZAVIDOVICI,BA,MATERIALS
STANISIC DOO PALE,BA,INDUSTRIALS
GROUP Russkie kraski,RU,MATERIALS
Mádi-Liget Ingatlanbefektetõ Kft.,HU,REAL ESTATE
GROUP GRAND D,RS,INDUSTRIALS
ACCESORIA GROUP SRL,RO,CONSUMER DISCRETIONARY
MREZA NETWORK DOO DERVENTA,AT,INDUSTRIALS
Perfecthill KFT.,HU,CONSUMER STAPLES
MOA LINE DOO SARAJEVO,BA,CONSUMER DISCRETIONARY
"M & M H O L D I N G, A.S.",CZ,INDUSTRIALS
MIRAS HOLDING INVEST SRL,RO,INDUSTRIALS
"ZLH Plus, a.s.",SK,INDUSTRIALS
"SIEMENS termelõ, szolgáltató és ker",HU,INDUSTRIALS
CZECH GAMES EDITION S R O,CZ,CONSUMER DISCRETIONARY
ARBOR MEDICAL D.O.O.,HR,HEALTH CARE
SOYUZSLAVPROM Ltd,RU,INDUSTRIALS
SUBGROUP RETICULUM HOLDING CONSOLID,CZ,CONSUMER STAPLES
Group Marcegaglia,IT,MATERIALS
ILIUTA EXPEDITION SRL,RO,CONSUMER STAPLES
"Slovanet, a. s.",SK,COMMUNICATIONS
"TOV ""Vinnyts'kyi Kombinat",UA,CONSUMER STAPLES
"TOV ""Kyshchentsi""",UA,CONSUMER STAPLES
AL'TsEST,UA,CONSUMER DISCRETIONARY
"TOV ""Biskvit i Ko""",UA,CONSUMER STAPLES
PRESPA INVEST SHPK,AL,REAL ESTATE
PROMSINTEZ OOO,RU,MATERIALS
BALKAN POLYMERS DOO BEOGRAD,RS,MATERIALS
MULTIVAC D.O.O.,HR,INDUSTRIALS
SKLADISNA LOGISTIKA D.O.O.,HR,INDUSTRIALS
KOMPANIYA RUSFOREST AB,SE,MATERIALS
URBANEK FRANTISEK,CZ,NOT RELEVANT
Group hubergroup,DE,MATERIALS
Kádár József,HU,NOT RELEVANT
JSC SPC Katren,RU,HEALTH CARE
SZENTESI CSATORNAMÛ TÁRSULAT,HU,NOT RELEVANT
Salzgitter AG,DE,MATERIALS
EKVATOR N 45 D.O.O.,HR,INDUSTRIALS
Globo Handels GmbH,AT,CONSUMER DISCRETIONARY
YOLT SERVICES S.R.O.,CZ,UTILITIES
JAF D.O.O. NOVA PAZOVA,RS,MATERIALS
CANCOM Banking Services GmbH,AT,COMMUNICATIONS
"Nemocnica Topolcany, a. s.",SK,HEALTH CARE
THEOPHIL Holding GmbH,AT,CONSUMER DISCRETIONARY
ELECTROGRUP SA,RO,UTILITIES
GREEN CITY INTERNATIONAL DOO,RS,INDUSTRIALS
Koninklijke Bunge B.V.,NL,CONSUMER STAPLES
klaus multiparking gmbh & co kg,AT,INDUSTRIALS
DUNIS D.O.O.,RS,INDUSTRIALS
Group ENERGIEALLIANZ,AT,UTILITIES
CLICO S R O,CZ,INFORMATION TECHNOLOGY
NORMA K S,CZ,CONSUMER STAPLES
AQUACOMET Pool Korlátolt Felelõsség,HU,INDUSTRIALS
KNAPP Industry Solutions GmbH,AT,INDUSTRIALS
"Juristova Eva, Ing.",SK,INDUSTRIALS
Polnohospodarske druzstvo Siladice,SK,CONSUMER STAPLES
PGV Dienstleistungs GmbH & Co KG,AT,CONSUMER DISCRETIONARY
ROMPETROL RAFINARE SA,RO,ENERGY
HBPO Beteiligungsgesellschaft GmbH,DE,CONSUMER DISCRETIONARY
GROUP L'ISOLANTE K-FLEX,IT,INDUSTRIALS
STROITELNYE I TRANSPORTNYE RESHENIY,RU,INDUSTRIALS
MO KOV S R O,CZ,INDUSTRIALS
United Initiators Holding GmbH,DE,INDUSTRIALS
ECUBE INTERNATIONAL B V,NL,INDUSTRIALS
Svet dezertov s. r. o.,SK,CONSUMER DISCRETIONARY
LTSS OOO,RU,CONSUMER STAPLES
DesignSoap,RU,CONSUMER STAPLES
"TOV ""TEKHNOLAIN TREID""",UA,CONSUMER DISCRETIONARY
Medicur - Holding Gesellschaft m.b.,AT,COMMUNICATIONS
SYASSKY PULP AND PAPER MILL JSC,RU,MATERIALS
Stadler Magyarország Vasúti Karbant,CH,INDUSTRIALS
Thegra Ukraine Ltd,UA,CONSUMER STAPLES
MISTRAL ALCO,RU,CONSUMER STAPLES
PTK GRACH OOO,RU,HEALTH CARE
SC ZKO,RU,INDUSTRIALS
Mantrac Vostok Ltd,RU,INDUSTRIALS
1032 Budapest III. ker. Zápor utca,HU,REAL ESTATE
BALL BEVERAGE PACKAGING CZECH REPUB,CZ,UTILITIES
Subgroup Leadec,DE,INDUSTRIALS
ENVI SLAG HANDLING S R O,CZ,INDUSTRIALS
"KMGroup Trade, s.r.o.",SK,INDUSTRIALS
R PETRIC MANUEL ÎNTREP,RO,CONSUMER STAPLES
GROUP URAL MINING HOLDING,RU,MATERIALS
RAITEC GmbH,AT,FINANCIALS
OOO STIL ZHIZNI,RU,UTILITIES
CARRIER SCS,FR,UTILITIES
Limited Liability Company Trade Hou,RU,CONSUMER STAPLES
AIKON SHINA OOO,RU,CONSUMER DISCRETIONARY
"SV Vernericka 403, Praha 9",CZ,REAL ESTATE
"RHOMBUS, s.r.o.",SK,INFORMATION TECHNOLOGY
Schill Dental Clinic s. r. o.,SK,HEALTH CARE
PREMIUM ENGINEERING LLC,RU,INDUSTRIALS
AFI GLOBAL PARK SRL,RO,REAL ESTATE
FINANCIERE DE BEAMONT,FR,INDUSTRIALS
Group Aerzener Maschinenfabrik ,DE,INDUSTRIALS
ROTOR-LIZING OOO,RU,INDUSTRIALS
Subgroup DPI Holding,AT,INDUSTRIALS
"TOV ""Nst Konferents""",UA,CONSUMER DISCRETIONARY
SHOEBOX CZ S R O,CZ,CONSUMER DISCRETIONARY
MNT ASSET MANAGEMENT S.R.L,RO,REAL ESTATE
EUROBAUSTOFF Handelsgesellschaft mb,DE,CONSUMER DISCRETIONARY
Taurina-Takarmány Mezõgazdasági Ter,HU,NOT RELEVANT
TÁMASZ SEGÉLYEZÉST FELVÁLL. ÖNSEGÉL,HU,NOT RELEVANT
DOR-ING Ingatlanberuházó és Forgalm,HU,NOT RELEVANT
MTC DOZA S R O,CZ,NOT RELEVANT
"TOV ""Taim Treker""",UA,INDUSTRIALS
TOV 'STAR HRUP-2',UA,CONSUMER DISCRETIONARY
GROUP Mnt-Ahro,UA,CONSUMER STAPLES
"TOV ""Khask""",UA,MATERIALS
"CFIG Cars, Private Jets & Yachts",CZ,INDUSTRIALS
ZELENA AGENDA 1.0 D.O.O.,HR,INDUSTRIALS
BENU Kabay Gyógyszertár Kft.,HU,CONSUMER STAPLES
LLC STA,RU,CONSUMER STAPLES
NURVIL SRL,RO,CONSUMER DISCRETIONARY
Silgan Metal Packaging Distribution,DE,MATERIALS
Leobersdorfer Maschinenfabrik GmbH,AT,INDUSTRIALS
MONDO CARMARKET D. O. O.,HR,CONSUMER DISCRETIONARY
"Bausch & Lomb Poland sp. z o.o.,o z",PL,HEALTH CARE
SUPER PETROL DOO BANJA LUKA,BA,INDUSTRIALS
Ancient Wisdom s. r. o.,SK,CONSUMER DISCRETIONARY
Schwarz Franz,GB,INDUSTRIALS
ILTA-LVIV,UA,CONSUMER DISCRETIONARY
Glencore Energy UK Ltd,GB,INDUSTRIALS
AAH CZECH S R O,CZ,CONSUMER DISCRETIONARY
Subgroup Kronospan South,BG,MATERIALS
GROUP BOREAS,BA,CONSUMER STAPLES
CELIA - CZ s.r.o.,CZ,INDUSTRIALS
MOJIC DOO BIJELJINA,BA,CONSUMER DISCRETIONARY
ASTRA TRANS CARPATIC SRL,RO,INDUSTRIALS
Future Facility s.r.o.,CZ,INFORMATION TECHNOLOGY
KANADSKE SRUBY TABOR S R O,CZ,REAL ESTATE
"Lecky Adrian, Ing.",SK,INDUSTRIALS
"RZP, a.s.",SK,HEALTH CARE
ITN  DOO BEOGRAD,RS,CONSUMER STAPLES
Zalesak II,SK,HEALTH CARE
Eleveo a.s.,CZ,INFORMATION TECHNOLOGY
LIKOV SK S R O,SK,INDUSTRIALS
"TRI O DOO ARANDELOVAC, BANJA",RS,CONSUMER DISCRETIONARY
"Kirchner Eduard, Ing.",SK,INFORMATION TECHNOLOGY
KOJO KOMERC DOO MODRICA,BA,INDUSTRIALS
SLAVIAMED DOO BEOGRAD,RS,HEALTH CARE
LLC Aquaproduct,RU,CONSUMER STAPLES
Almdorf Bauträger GmbH,AT,REAL ESTATE
"STOV ""Femeli Farm""",UA,CONSUMER STAPLES
Group ORF,AT,COMMUNICATIONS
Kukkonia farm s.r.o.,SK,CONSUMER STAPLES
BILSTEIN CEE A S,CZ,NOT RELEVANT
Group Standard Building Solutions,US,INDUSTRIALS
Group Dongil Rubber Belt,KR,CONSUMER DISCRETIONARY
METTOP GmbH,AT,INDUSTRIALS
SV Premyslovcu 60,CZ,REAL ESTATE
"Meleghy Automotive Czech, s.r.",CZ,CONSUMER DISCRETIONARY
AUTO CENTAR GANJGO DOO DOBOJ JUG,BA,CONSUMER DISCRETIONARY
SOLDADURAS SOLTEC S P A,CL,CONSUMER STAPLES
GROUP POLACH,RO,INDUSTRIALS
MOSTEK energo s.r.o.,CZ,UTILITIES
MULTINVEST SRL,RO,INDUSTRIALS
"OZO - Liptovsky Mikulas, s.r.o.",SK,INDUSTRIALS
UK TRANSTEKHSERVIS OOO,RU,CONSUMER DISCRETIONARY
Beiersdorf Gesellschaft m.b.H.,AT,CONSUMER STAPLES
Group Remy Cointreau,FR,CONSUMER STAPLES
WERTHEIM Production s.r.o.,SK,INDUSTRIALS
Jung - Holz Export- und Handelsgese,AT,INDUSTRIALS
Brauerei Murau Produktions GmbH,AT,CONSUMER STAPLES
RK-GRAND OOO,RU,MATERIALS
GEBRUDER BECKER GMBH,DE,INDUSTRIALS
COLEGIUM HOLDING S R O,CZ,CONSUMER DISCRETIONARY
"RIJA - Bavaria, s.r.o.",SK,CONSUMER DISCRETIONARY
"SPRINGMED, s.r.o.",SK,CONSUMER STAPLES
GROUP Avito Svit,UA,CONSUMER STAPLES
KUDUMIJA D.O.O.,HR,INDUSTRIALS
SKHP TRUD OOO,RU,CONSUMER STAPLES
JANEK JOSEF,CZ,NOT RELEVANT
AUTO-PASION SHA,AL,CONSUMER DISCRETIONARY
AUTO CENTAR SELECT D.O.O.,HR,CONSUMER DISCRETIONARY
LAT Nitrogen Linz GmbH,AT,MATERIALS
MPK TREJD DOO VALJEVO,RS,MATERIALS
Modern Glass Ltd,RU,INDUSTRIALS
SK On Hungary Korlátolt Felelõsségû,HU,CONSUMER DISCRETIONARY
AG MUTENICE S R O,CZ,UTILITIES
Group SGS,DE,INDUSTRIALS
LLC Mordovian tribal center,RU,CONSUMER STAPLES
"TOV ""Alma Riteil""",UA,CONSUMER DISCRETIONARY
Kabay János Gyógyszerész Bt.,HU,CONSUMER STAPLES
ROSTEEL INVEST SRL,RO,INDUSTRIALS
Nemocnice Yes Visage a. s.,CZ,HEALTH CARE
EcoloChem Magyaróvár Termelõ Kft.,HU,MATERIALS
BROZEX OOO,RU,INDUSTRIALS
SUBGROUP Alians Enerho Treid,UA,INDUSTRIALS
BUDACONSUM KFT.,HU,CONSUMER STAPLES
Haás László,HU,NOT RELEVANT
PAP 'Ahroprodservis',UA,CONSUMER STAPLES
LLC TLK VL Logistic,RU,INDUSTRIALS
LOGISTIKA DOO,BA,CONSUMER STAPLES
GROUP RTP,RU,INDUSTRIALS
Group Beeuwsaert Tony,BE,MATERIALS
EDIN IBRAHIMPAIC,BA,CONSUMER STAPLES
GROUP Gorshkov,RU,INDUSTRIALS
Caffe Limes GmbH & Co. KG,DE,CONSUMER STAPLES
Tchibo Coffee Service S.R.L. Magyar,RO,CONSUMER STAPLES
"EC PH 11, s. r. o.",SK,CONSUMER STAPLES
ALTA INVEST A S,CZ,INDUSTRIALS
PEKAST S R O,CZ,NOT RELEVANT
WOLF D.O.O.,HR,NOT RELEVANT
STROJKOMPLEKT-BETON ZAO,RU,NOT RELEVANT
DP Haisynske lisove hospodarstvo,UA,NOT RELEVANT
Borsig Pavel,SK,NOT RELEVANT
KEMEROVO CONFECTIONARY COMPLEX OA,RU,NOT RELEVANT
GROUP ESTAR,RU,NOT RELEVANT
Kincsem Nemzeti Lóverseny és Lovas,HU,NOT RELEVANT
ULJARA  VL. FRANJO KOVACIC,HR,NOT RELEVANT
AKCIONARSKO DRUSTVO  NAPREDAK VELIK,RS,NOT RELEVANT
REMERT A.S. V LIKVIDACI,CZ,NOT RELEVANT
DoclerNet Kft.,HU,FINANCIALS
Dunaújvárosi Partvédelmi Vállalat,HU,INDUSTRIALS
"DSH - DOPRAVNÍ STAVBY, A.S. V LIKVI",CZ,NOT RELEVANT
XYLO-CENTAR D.O.O.,HR,NOT RELEVANT
SENIOR - geriatricke centrum n. o.,SK,HEALTH CARE
PrAT NVP HIRNYChI MAShYNY,UA,NOT RELEVANT
TOV 'Lutuhynskyi kombinat khlibopro,UA,NOT RELEVANT
DP OVRUTsKE SPETsIALIZOVANE LISOVE,UA,NOT RELEVANT
"DENA, VL. MIRO AZINOVIC",HR,NOT RELEVANT
"GEPARD, s.r.o.",SK,NOT RELEVANT
TRNKA JOSEF,CZ,NOT RELEVANT
BITTNER AUDIO s.r.o.,SK,CONSUMER DISCRETIONARY
ARGUS SA - TECHNIKAI SZÁMLA,RO,CONSUMER STAPLES
ELOGO D.O.O.,SI,INDUSTRIALS
IPG TECHNIC SRL,RO,INDUSTRIALS
''ALDEX QERAMIKA '' SH.P.K,XK,INDUSTRIALS
ORTI SHPK,AL,CONSUMER STAPLES
TORRI COSTRUZIONI S.R.L.,IT,NOT RELEVANT
Energieversorgung Tangermünde EVT G,DE,UTILITIES
APPAREL WEST OOO,RU,INDUSTRIALS
PRVNI ELEKTRO A S,CZ,INDUSTRIALS
FALCOTRADE HUSIPARI ÉS KER-I RT. -,HU,CONSUMER STAPLES
"LKOCZ, A.S.",CZ,NOT RELEVANT
MECHEL-TRANS OOO,RU,MATERIALS
ZADAR-MOBILE D.O.O.,HR,CONSUMER DISCRETIONARY
TVERSKAYA FINANCE B.V. REP. OFFICE,RU,FINANCIALS
